logic,type,inputs,coverage,escape_risk,specificity,leak_burden,leak_tissues,n_crit_leak,protease,prot_spec,prot_cov,crit_leak_before,crit_rescued,crit_still_leak,rescue_frac,safety,complexity_penalty,final_score
CDCP1 AND PTPRK,AND,2,0.04610945284366608,0.9538905620574951,,28.575205844696608,Colon_Transverse;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Vagina,0.0,,,,,,,,0.8971530394985581,0.05,0.3802
SLC26A2 AND SLC37A1,AND,2,0.05501207336783409,0.944987952709198,,34.14151380094115,Brain_Cerebellum;Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Pituitary;Small_Intestine_Terminal_Ileum,2.0,,,,,,,,0.8771189631868735,0.05,0.3802
BACE2 OR ERBB2,OR,2,0.39374154806137085,0.6062584519386292,,246.4143280943731,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Heart_Left_Ventricle;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Muscle_Skeletal;Nerve_Tibial;Ovary;Pancreas;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus;Vagina,7.0,,,,,,,,0.11311348704720348,0.05,0.3802
EPHB3 OR EGFR,OR,2,0.30383527278900146,0.6961647272109985,,190.2520250060868,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.3152510393988345,0.05,0.3799
DSG2 AND CD276,AND,2,0.08882158249616623,0.9111784100532532,,55.55629722590911,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Colon_Transverse;Heart_Atrial_Appendage;Minor_Salivary_Gland;Ovary;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid,1.0,,,,,,,,0.8000435644294793,0.05,0.3799
FAT1 AND LMBR1,AND,2,0.04746019467711449,0.9525398015975952,,29.93518716448874,Brain_Cerebellum;Cells_Cultured_fibroblasts;Cervix_Endocervix;Fallopian_Tube;Ovary;Thyroid;Uterus,1.0,,,,,,,,0.8922582385358094,0.05,0.3794
PTPRK OR MUC1,OR,2,0.3483075201511383,0.6516925096511841,,218.48544456216,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cortex;Brain_Frontal_Cortex_BA9;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus;Vagina,7.0,,,,,,,,0.21363422509885932,0.05,0.3793
EPHB3 AND SLC37A1,AND,2,0.037370555102825165,0.9626294374465942,,23.9456061067742,Brain_Cerebellum;Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Prostate,1.0,,,,,,,,0.9138157457611609,0.05,0.3788
IGSF3 OR LMBR1,OR,2,0.15601080656051636,0.8439891934394836,,98.45755324447849,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Ovary;Pituitary;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.6456347455679716,0.05,0.3786
PTK7 AND MET,AND,2,0.044472187757492065,0.9555277824401855,,28.63735144881388,Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Kidney_Medulla;Minor_Salivary_Gland;Thyroid,1.0,,,,,,,,0.8969293670418582,0.05,0.3784
PLAUR AND MET,AND,2,0.029982399195432663,0.9700176119804382,,19.827605619050416,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Cells_Cultured_fibroblasts;Minor_Salivary_Gland;Nerve_Tibial,0.0,,,,,,,,0.9286371204804773,0.05,0.378
LMBR1 OR EFNA4,OR,2,0.16734886169433594,0.8326511383056641,,105.91744740500734,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Testis;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.6187853347800791,0.05,0.378
IGSF3 AND EPHB3,AND,2,0.037227291613817215,0.9627727270126343,,24.45812671035695,Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.91197109811245,0.05,0.3779
FAT1 AND MUC1,AND,2,0.15013712644577026,0.8498628735542297,,95.19216721676871,Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Prostate;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.6573874177845449,0.05,0.3779
TMEM106B OR CD276,OR,2,0.3252425491809845,0.6747574806213379,,205.1723116935847,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Stomach;Testis;Thyroid;Uterus;Vagina,7.0,,,,,,,,0.2615504241186095,0.05,0.3775
DSG2 OR CD276,OR,2,0.33003151416778564,0.6699684858322144,,208.23810957721787,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Stomach;Testis;Thyroid;Uterus;Vagina,6.0,,,,,,,,0.25051610312169037,0.05,0.3774
DSG2 AND ERBB2,AND,2,0.11847652494907379,0.8815234899520874,,75.70797049711607,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Colon_Transverse;Esophagus_Mucosa;Heart_Atrial_Appendage;Kidney_Cortex;Minor_Salivary_Gland;Ovary;Pancreas;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid,3.0,,,,,,,,0.7275143110541642,0.05,0.3773
EFNA5 OR DCBLD1,OR,2,0.11426056921482086,0.8857394456863403,,73.13929667761697,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Brain_Frontal_Cortex_BA9;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Lung;Minor_Salivary_Gland;Pituitary;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Testis;Thyroid;Vagina,2.0,,,,,,,,0.7367593991312513,0.05,0.3772
PTK7 AND EFNA5,AND,2,0.03147640451788902,0.9685236215591431,,21.401227271415458,Minor_Salivary_Gland;Pituitary;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.9229733921138437,0.05,0.377
TSPAN14 OR SLC37A1,OR,2,0.22938069701194763,0.77061927318573,,145.43229781651127,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Coronary;Bladder;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Testis;Thyroid;Uterus;Vagina;Whole_Blood,4.0,,,,,,,,0.47656475790725905,0.05,0.377
EFNA4 OR LDLRAD4,OR,2,0.1739388406276703,0.8260611295700073,,110.88826494445493,Adrenal_Gland;Artery_Aorta;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.6008945283964631,0.05,0.3766
EFNA5 AND CD109,AND,2,0.02371986396610737,0.976280152797699,,16.856526828352145,Artery_Aorta;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.9393305315688991,0.05,0.3765
LMBR1 AND SLC26A2,AND,2,0.038803160190582275,0.9611968398094177,,26.381745735710226,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts;Pituitary,2.0,,,,,,,,0.9050476704739734,0.05,0.3763
EFNA4 OR EGFR,OR,2,0.26922762393951416,0.7307723760604858,,170.87346683881782,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Stomach;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.3849977217932118,0.05,0.3762
SLC37A1 AND EGFR,AND,2,0.047255534678697586,0.9527444839477539,,31.994271095843526,Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Prostate;Small_Intestine_Terminal_Ileum;Thyroid,1.0,,,,,,,,0.8848472499708223,0.05,0.3758
PTK7 AND CD109,AND,2,0.06739388406276703,0.9326061010360718,,44.71501757482271,Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Esophagus_Mucosa;Lung;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Uterus;Vagina,1.0,,,,,,,,0.8390631489644165,0.05,0.3757
PTK7 OR LDLRAD4,OR,2,0.2481478601694107,0.7518521547317505,,157.95787819391353,Adipose_Visceral_Omentum;Artery_Aorta;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Testis;Thyroid;Uterus;Vagina,6.0,,,,,,,,0.4314830924475713,0.05,0.3757
EFNA4 AND EFNA5,AND,2,0.023453809320926666,0.9765461683273315,,17.240938596823774,Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.9379469691132807,0.05,0.3756
EPHB3 OR PLAUR,OR,2,0.22184927761554718,0.778150737285614,,141.53596358630543,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Stomach;Uterus;Vagina;Whole_Blood,4.0,,,,,,,,0.49058831857213414,0.05,0.3756
DSG2 AND LRP6,AND,2,0.03483279421925545,0.965167224407196,,24.574538713851283,Adipose_Subcutaneous;Breast_Mammary_Tissue;Minor_Salivary_Gland;Ovary;Prostate;Thyroid,0.0,,,,,,,,0.9115521117789711,0.05,0.3752
TMEM106B AND PLAUR,AND,2,0.04461544752120972,0.9553845524787903,,30.978287990755753,Artery_Aorta;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Nerve_Tibial;Ovary;Uterus,0.0,,,,,,,,0.8885039436389972,0.05,0.3748
TSPAN14 OR MET,OR,2,0.22309771180152893,0.7769023180007935,,142.8000867467201,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Coronary;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina;Whole_Blood,5.0,,,,,,,,0.486038527209135,0.05,0.3748
FAT1 AND CD109,AND,2,0.07594858855009079,0.9240514039993286,,50.67541015335375,Adipose_Subcutaneous;Artery_Aorta;Artery_Tibial;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Colon_Sigmoid;Lung;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Uterus;Vagina,1.0,,,,,,,,0.8176106959732147,0.05,0.3747
TSPAN14 OR NETO2,OR,2,0.22119440138339996,0.7788056135177612,,142.0124760144616,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Coronary;Bladder;Brain_Cerebellar_Hemisphere;Brain_Nucleus_accumbens_basal_ganglia;Breast_Mammary_Tissue;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina;Whole_Blood,5.0,,,,,,,,0.48887327038863626,0.05,0.3742
EGFR,single,1,0.21147312223911285,0.7885268926620483,0.3697596506163745,166.95525459281163,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.39910002510788956,0.0,0.3739
EFNA4 AND SLC33A1,AND,2,0.031599197536706924,0.968400776386261,,23.39168813741113,Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Thyroid;Uterus,0.0,,,,,,,,0.9158093894754264,0.05,0.3739
IGSF3 AND CDH3,AND,2,0.028959108516573906,0.9710409045219421,,21.796425311616773,Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.9215510080564293,0.05,0.3738
LMBR1 AND EGFR,AND,2,0.04271212965250015,0.9572878479957581,,30.56510620312457,Adrenal_Gland;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Thyroid;Uterus,0.0,,,,,,,,0.8899910542209252,0.05,0.3735
TSPAN14 AND SLC37A1,AND,2,0.04404240474104881,0.9559575915336609,,31.65249613498333,Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Prostate;Small_Intestine_Terminal_Ileum;Thyroid,1.0,,,,,,,,0.8860773554017687,0.05,0.3731
PTK7 AND SLC37A1,AND,2,0.045802462846040726,0.9541975259780884,,32.81072793317763,Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Pituitary;Prostate;Testis;Thyroid,1.0,,,,,,,,0.881908684819033,0.05,0.373
EFNA5 AND ERBB2,AND,2,0.03354344889521599,0.9664565324783325,,25.183567222569508,Artery_Aorta;Minor_Salivary_Gland;Pituitary;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.9093601159865061,0.05,0.3729
PLAUR OR NETO2,OR,2,0.152879536151886,0.847120463848114,,100.14645135195398,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Brain_Cerebellar_Hemisphere;Brain_Nucleus_accumbens_basal_ganglia;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Spleen;Uterus;Vagina;Whole_Blood,4.0,,,,,,,,0.6395561178970277,0.05,0.3727
LMBR1 OR MET,OR,2,0.15758667886257172,0.8424133062362671,,103.22437282508186,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Liver;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Testis;Thyroid;Uterus,5.0,,,,,,,,0.6284781620672861,0.05,0.3724
EGFR AND MSLN,AND,2,0.03125127777457237,0.9687487483024597,,24.343085233181625,Adipose_Visceral_Omentum;Fallopian_Tube;Lung;Minor_Salivary_Gland,1.0,,,,,,,,0.9123851516917446,0.05,0.372
FAT1 AND MET,AND,2,0.057058654725551605,0.9429413676261902,,40.62332221974436,Adipose_Subcutaneous;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Nerve_Tibial;Thyroid,2.0,,,,,,,,0.8537898470975737,0.05,0.3718
EFNA4 AND MUC1,AND,2,0.06696410477161407,0.9330359101295471,,46.83514232667524,Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Prostate;Thyroid;Uterus;Vagina,0.0,,,,,,,,0.8314324642443491,0.05,0.3718
EPHB3 AND PTK7,AND,2,0.07910032570362091,0.9208996891975403,,54.47369853950851,Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Uterus;Vagina,0.0,,,,,,,,0.8039400187523034,0.05,0.3717
IGSF3 OR DCBLD1,OR,2,0.12862756848335266,0.8713724613189697,,85.52347267860162,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Pituitary;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Testis;Thyroid;Vagina,3.0,,,,,,,,0.6921866717486921,0.05,0.3717
CDCP1 AND EPHB3,AND,2,0.038721296936273575,0.9612786769866943,,29.265793852126713,Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.8946674973852677,0.05,0.3716
FAT1 AND SLC37A1,AND,2,0.0494249127805233,0.9505751132965088,,36.157052254163716,Brain_Cerebellum;Colon_Transverse;Lung;Minor_Salivary_Gland;Prostate;Small_Intestine_Terminal_Ileum;Thyroid,2.0,,,,,,,,0.8698647021042297,0.05,0.3713
PTK7 AND MSLN,AND,2,0.03229503333568573,0.9677049517631531,,25.405067124511035,Adipose_Visceral_Omentum;Fallopian_Tube;Lung;Minor_Salivary_Gland,1.0,,,,,,,,0.9085629006736974,0.05,0.3713
FAT1 AND PTK7,AND,2,0.1051328256726265,0.8948671817779541,,71.24532192953247,Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Endocervix;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.7435761320417904,0.05,0.371
CDH3 AND ERBB2,AND,2,0.0700339749455452,0.9299660325050354,,49.368818612209864,Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Uterus;Vagina,0.0,,,,,,,,0.8223133381642764,0.05,0.3708
TSPAN14 OR DCBLD1,OR,2,0.20830091834068298,0.7916990518569946,,136.09584215740367,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Coronary;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Testis;Thyroid;Uterus;Vagina;Whole_Blood,3.0,,,,,,,,0.5101682283989306,0.05,0.3707
CDH3 AND PLAUR,AND,2,0.04062461480498314,0.9593753814697266,,30.992743087292748,Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Spleen;Uterus;Vagina,0.0,,,,,,,,0.8884519173211234,0.05,0.3707
EGFR AND MET,AND,2,0.062461625784635544,0.9375383853912354,,44.88502370858917,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Kidney_Medulla;Liver;Minor_Salivary_Gland;Nerve_Tibial;Thyroid,2.0,,,,,,,,0.838451268363468,0.05,0.3704
FAT1 AND BACE2,AND,2,0.15355491638183594,0.8464450836181641,,102.04681267061238,Adipose_Subcutaneous;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.6327163986473832,0.05,0.3703
MSLN AND ERBB2,AND,2,0.03241783007979393,0.9675821661949158,,26.357704796438156,Adipose_Visceral_Omentum;Fallopian_Tube;Lung;Minor_Salivary_Gland,1.0,,,,,,,,0.9051341978482702,0.05,0.3699
EPHB3 OR DCBLD1,OR,2,0.19329948723316193,0.8067005276679993,,127.32780802292471,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.5417258544473678,0.05,0.3697
