logic,type,inputs,coverage,escape_risk,specificity,leak_burden,leak_tissues,n_crit_leak,protease,prot_spec,prot_cov,crit_leak_before,crit_rescued,crit_still_leak,rescue_frac,safety,complexity_penalty,final_score
TSPAN14 AND MET,AND,2,0.04322377219796181,0.9567762017250061,,33.33934323700403,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Kidney_Medulla;Minor_Salivary_Gland;Nerve_Tibial;Thyroid,1.0,,,,,,,,0.880006109643597,0.05,0.3696
IGSF3 AND FAT1,AND,2,0.04774671420454979,0.9522532820701599,,36.15167390993763,Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,2.0,,,,,,,,0.8698840596675379,0.05,0.3696
TSPAN14 AND MUC1,AND,2,0.1202365830540657,0.8797634243965149,,81.6615048908007,Artery_Coronary;Bladder;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Prostate;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.7060865418209673,0.05,0.3695
SLC33A1 OR EGFR,OR,2,0.2784985899925232,0.7215014100074768,,180.87544375888095,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cells_EBV-transformed_lymphocytes;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.34899892861478987,0.05,0.3694
IGSF3 AND PTPRK,AND,2,0.022000737488269806,0.9779992699623108,,20.47265745176085,Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,0.0,,,,,,,,0.9263154707005697,0.05,0.3689
EFNA4 AND CD109,AND,2,0.03655192255973816,0.9634480476379395,,29.543155778747927,Breast_Mammary_Tissue;Cervix_Ectocervix;Esophagus_Mucosa;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Uterus;Vagina,0.0,,,,,,,,0.8936692252724839,0.05,0.3689
LRP6 AND SLC26A2,AND,2,0.044472187757492065,0.9555277824401855,,34.57896172546652,Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts;Lung;Minor_Salivary_Gland;Pituitary,3.0,,,,,,,,0.8755445147066206,0.05,0.3688
EFNA4 AND SLC37A1,AND,2,0.028508862480521202,0.9714911580085754,,24.61443253237897,Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Prostate;Small_Intestine_Terminal_Ileum;Thyroid,0.0,,,,,,,,0.9114085272322606,0.05,0.3688
BACE2 AND EFNA4,AND,2,0.07230567932128906,0.9276943206787109,,52.125889939415174,Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,0.0,,,,,,,,0.8123901758455221,0.05,0.3686
LMBR1 AND ERBB2,AND,2,0.04359215870499611,0.9564078450202942,,34.291298801279964,Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Pituitary;Testis;Thyroid;Uterus,0.0,,,,,,,,0.8765798618380581,0.05,0.3684
EGFR OR MSLN,OR,2,0.26460233330726624,0.7353976964950562,,172.88182645999802,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.3777692985316329,0.05,0.3682
LMBR1 AND EFNA4,AND,2,0.03139454126358032,0.9686054587364197,,26.829387809903245,Adrenal_Gland;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Thyroid;Uterus,0.0,,,,,,,,0.9034365315385785,0.05,0.3681
EGFR OR CD276,OR,2,0.30213662981987,0.6978633403778076,,196.53271737073857,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.29264577373391776,0.05,0.368
IGSF3 AND PTK7,AND,2,0.04502476379275322,0.9549752473831177,,35.46238261956745,Esophagus_Mucosa;Kidney_Medulla;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,1.0,,,,,,,,0.872364934678552,0.05,0.3679
IGSF3 AND EGFR,AND,2,0.044103801250457764,0.9558961987495422,,35.159489491705685,Esophagus_Mucosa;Kidney_Medulla;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,1.0,,,,,,,,0.8734550978685098,0.05,0.3675
EGFR AND MUC1,AND,2,0.1601858288049698,0.8398141860961914,,107.97187684320083,Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Prostate;Stomach;Thyroid;Uterus;Vagina,2.0,,,,,,,,0.6113910985169622,0.05,0.3674
TSPAN14 OR EFNA5,OR,2,0.20848512649536133,0.7915148735046387,,138.4390987303097,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Bladder;Brain_Frontal_Cortex_BA9;Breast_Mammary_Tissue;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina;Whole_Blood,4.0,,,,,,,,0.5017344548153491,0.05,0.3671
IGSF3 AND CD276,AND,2,0.035897016525268555,0.9641029834747314,,30.264967317360174,Kidney_Medulla;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,1.0,,,,,,,,0.8910713044314372,0.05,0.3671
TSPAN14 AND CD109,AND,2,0.05511440336704254,0.9448856115341187,,42.433280665008965,Adipose_Subcutaneous;Breast_Mammary_Tissue;Cervix_Ectocervix;Esophagus_Mucosa;Lung;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Uterus;Vagina,1.0,,,,,,,,0.8472755029580745,0.05,0.3669
EFNA4 OR DCBLD1,OR,2,0.1530841886997223,0.8469158411026001,,103.89610782902878,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Lung;Minor_Salivary_Gland;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Testis;Thyroid;Uterus;Vagina,1.0,,,,,,,,0.6260604750768988,0.05,0.3668
LMBR1 AND PTK7,AND,2,0.0419548936188221,0.9580451250076294,,34.291298801279964,Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Pituitary;Testis;Thyroid;Uterus,0.0,,,,,,,,0.8765798618380581,0.05,0.3667
LMBR1 AND SLC37A1,AND,2,0.023228684440255165,0.9767712950706482,,22.79636932675956,Brain_Cerebellum;Cells_EBV-transformed_lymphocytes;Pituitary;Testis;Thyroid,1.0,,,,,,,,0.9179520417641837,0.05,0.3663
IGSF3 AND TACSTD2,AND,2,0.05175801366567612,0.9482420086860657,,40.73172178668719,Esophagus_Mucosa;Kidney_Cortex;Kidney_Medulla;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,2.0,,,,,,,,0.8533996988676595,0.05,0.3662
IGSF3 AND CDCP1,AND,2,0.031230812892317772,0.9687691926956177,,27.946133377352297,Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,0.0,,,,,,,,0.8994171768613171,0.05,0.3661
BACE2 AND DCBLD1,AND,2,0.041361384093761444,0.958638608455658,,34.3236593099694,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Lung;Small_Intestine_Terminal_Ileum;Thyroid,1.0,,,,,,,,0.8764633909374782,0.05,0.3661
TACSTD2 AND CD276,AND,2,0.08462609350681305,0.9153739213943481,,61.561206630070565,Bladder;Breast_Mammary_Tissue;Fallopian_Tube;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,2.0,,,,,,,,0.7784308879133047,0.05,0.3659
FAT1 OR PTPRK,OR,2,0.27461016178131104,0.725389838218689,,181.00555015281444,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellum;Brain_Cortex;Brain_Frontal_Cortex_BA9;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,8.0,,,,,,,,0.34853065387232296,0.05,0.3652
TMEM106B AND PTPRK,AND,2,0.05818427354097366,0.9418157339096069,,45.398830362678055,Artery_Aorta;Artery_Tibial;Brain_Spinal_cord_cervical_c-1;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Nerve_Tibial;Ovary;Thyroid;Uterus,1.0,,,,,,,,0.8366019920031975,0.05,0.3652
CDCP1 AND EFNA4,AND,2,0.042834922671318054,0.9571650624275208,,35.88519006527482,Colon_Transverse;Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Vagina,0.0,,,,,,,,0.8708431797381077,0.05,0.365
FAT1 AND DCBLD1,AND,2,0.03073963336646557,0.9692603945732117,,28.38268774354366,Adipose_Subcutaneous;Cells_Cultured_fibroblasts;Cervix_Endocervix;Lung;Small_Intestine_Terminal_Ileum;Thyroid,1.0,,,,,,,,0.8978459444474393,0.05,0.3649
CDH3 OR LRP6,OR,2,0.1955711990594864,0.8044288158416748,,131.8104795943363,Adipose_Subcutaneous;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.525591967309282,0.05,0.3647
TSPAN14 AND MSLN,AND,2,0.02396545372903347,0.9760345220565796,,24.31885310472783,Adipose_Visceral_Omentum;Fallopian_Tube;Lung;Minor_Salivary_Gland,1.0,,,,,,,,0.9124723671879863,0.05,0.3646
EFNA4 OR MET,OR,2,0.1699889451265335,0.8300110697746277,,116.03626397115104,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Transverse;Esophagus_Mucosa;Fallopian_Tube;Kidney_Cortex;Kidney_Medulla;Liver;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.5823660161107558,0.05,0.3643
CDH3 AND PTK7,AND,2,0.0699521079659462,0.930047869682312,,53.33983147929467,Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Uterus;Vagina,0.0,,,,,,,,0.8080209965548603,0.05,0.3643
EFNA5 AND CD276,AND,2,0.024906881153583527,0.9750931262969971,,25.183567222569508,Artery_Aorta;Minor_Salivary_Gland;Pituitary;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,0.0,,,,,,,,0.9093601159865061,0.05,0.3642
PTPRK AND EFNA5,AND,2,0.02838606759905815,0.9716139435768127,,27.465041742394064,Artery_Aorta;Brain_Frontal_Cortex_BA9;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,1.0,,,,,,,,0.9011487063784458,0.05,0.364
SLC33A1 AND ERBB2,AND,2,0.061274610459804535,0.9387254118919373,,48.682065016481175,Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Nerve_Tibial;Ovary;Pancreas;Pituitary;Thyroid;Uterus,1.0,,,,,,,,0.8247850795864731,0.05,0.363
ADAM12 OR EGFR,OR,2,0.25001025199890137,0.7499897480010986,,166.95525459281163,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.39910002510788956,0.05,0.363
SLC37A1 AND ERBB2,AND,2,0.0494249127805233,0.9505751132965088,,41.44155664850117,Colon_Transverse;Esophagus_Mucosa;Lung;Minor_Salivary_Gland;Pituitary;Prostate;Small_Intestine_Terminal_Ileum;Testis;Thyroid,1.0,,,,,,,,0.8508448840959899,0.05,0.3627
IGSF3 AND TSPAN14,AND,2,0.03937620297074318,0.9606238007545471,,35.24157000476329,Esophagus_Mucosa;Kidney_Medulla;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,1.0,,,,,,,,0.8731596763296327,0.05,0.3626
PTPRK AND MET,AND,2,0.027526503428816795,0.9724735021591187,,28.021750002422273,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Minor_Salivary_Gland;Nerve_Tibial;Thyroid,0.0,,,,,,,,0.8991450199398904,0.05,0.3622
IGSF3 AND EFNA4,AND,2,0.026134828105568886,0.9738651514053345,,27.485346701363596,Esophagus_Mucosa;Minor_Salivary_Gland;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Thyroid;Vagina,0.0,,,,,,,,0.9010756254241222,0.05,0.3617
DSG2 AND PTPRK,AND,2,0.06432401388883591,0.9356759786605835,,51.744786442131456,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Breast_Mammary_Tissue;Colon_Transverse;Minor_Salivary_Gland;Ovary;Pancreas;Prostate;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid,1.0,,,,,,,,0.8137618312780366,0.05,0.3612
PLAUR OR LDLRAD4,OR,2,0.16258032619953156,0.8374196887016296,,113.35559543688694,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Brain_Putamen_basal_ganglia;Brain_Spinal_cord_cervical_c-1;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Spleen;Uterus;Vagina;Whole_Blood,6.0,,,,,,,,0.5920141919580029,0.05,0.3611
CDH3 AND TSPAN14,AND,2,0.0631369948387146,0.9368630051612854,,51.42595330357102,Cervix_Ectocervix;Cervix_Endocervix;Esophagus_Mucosa;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Spleen;Uterus;Vagina,0.0,,,,,,,,0.8149093652410915,0.05,0.3605
TACSTD2 OR ERBB2,OR,2,0.41590598225593567,0.5840940475463867,,273.0420709260224,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Heart_Left_Ventricle;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Muscle_Skeletal;Nerve_Tibial;Ovary;Pancreas;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus;Vagina,7.0,,,,,,,,0.01727577269675884,0.05,0.3596
GPR180 OR LRP6,OR,2,0.15928533673286438,0.840714693069458,,112.30612821051567,Adipose_Subcutaneous;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Thyroid;Uterus;Vagina,3.0,,,,,,,,0.595791400597016,0.05,0.3595
SLC37A1 AND CD276,AND,2,0.037534281611442566,0.9624657034873962,,36.287773050777666,Colon_Transverse;Lung;Minor_Salivary_Gland;Pituitary;Prostate;Small_Intestine_Terminal_Ileum;Testis;Thyroid,1.0,,,,,,,,0.8693942160234246,0.05,0.359
PRLR OR CD276,OR,2,0.2712946832180023,0.7287052869796753,,182.9016230815768,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Stomach;Testis;Thyroid;Uterus;Vagina,4.0,,,,,,,,0.3417063692574681,0.05,0.3588
PTPRK AND SLC37A1,AND,2,0.024579428136348724,0.9754205942153931,,28.36872938294898,Colon_Transverse;Lung;Minor_Salivary_Gland;Prostate;Small_Intestine_Terminal_Ileum;Thyroid,1.0,,,,,,,,0.8978961829293088,0.05,0.3587
SLC33A1 AND CD276,AND,2,0.04658016562461853,0.9534198045730591,,42.40928667026914,Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Nerve_Tibial;Ovary;Pituitary;Thyroid;Uterus,0.0,,,,,,,,0.8473618613711229,0.05,0.3583
PLAUR AND MUC1,AND,2,0.05402971804141998,0.9459702968597412,,47.54982251666574,Artery_Aorta;Artery_Coronary;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Uterus;Vagina,1.0,,,,,,,,0.8288602103235692,0.05,0.3575
LMBR1 AND PTPRK,AND,2,0.020015554502606392,0.9799844622612,,26.440166796855443,Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Thyroid;Uterus,0.0,,,,,,,,0.9048374032723753,0.05,0.3572
FAT1 OR CD276,OR,2,0.2976955771446228,0.7023044228553772,,200.65294964105948,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cerebellum;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Spleen;Stomach;Testis;Thyroid;Uterus;Vagina,6.0,,,,,,,,0.277816366454561,0.05,0.3569
TMEM106B AND LMBR1,AND,2,0.049854692071676254,0.9501453042030334,,45.32151005579011,Adrenal_Gland;Brain_Cerebellar_Hemisphere;Brain_Cerebellum;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Ovary;Thyroid;Uterus,2.0,,,,,,,,0.8368802807613498,0.05,0.3569
PTPRK AND TACSTD2,AND,2,0.06227743625640869,0.9377225637435913,,53.280612991729164,Bladder;Breast_Mammary_Tissue;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Vagina,2.0,,,,,,,,0.8082341338279461,0.05,0.3566
MUC1 OR ERBB2,OR,2,0.392697811126709,0.607302188873291,,260.56862886795057,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Mucosa;Esophagus_Muscularis;Fallopian_Tube;Heart_Atrial_Appendage;Heart_Left_Ventricle;Kidney_Cortex;Kidney_Medulla;Liver;Lung;Minor_Salivary_Gland;Muscle_Skeletal;Nerve_Tibial;Ovary;Pancreas;Pituitary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Testis;Thyroid;Uterus;Vagina,7.0,,,,,,,,0.06216978359682834,0.05,0.3562
PRLR OR PTPRK,OR,2,0.22927840054035187,0.7707216143608093,,158.24410521389473,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Adrenal_Gland;Artery_Aorta;Artery_Coronary;Artery_Tibial;Bladder;Brain_Cortex;Brain_Frontal_Cortex_BA9;Brain_Spinal_cord_cervical_c-1;Breast_Mammary_Tissue;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Colon_Sigmoid;Colon_Transverse;Esophagus_Gastroesophageal_Junction;Esophagus_Muscularis;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pancreas;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Stomach;Thyroid;Uterus;Vagina,5.0,,,,,,,,0.43045291337630087,0.05,0.3561
FAT1 AND EFNA4,AND,2,0.06031271815299988,0.9396872520446777,,52.48932109724198,Breast_Mammary_Tissue;Cervix_Endocervix;Colon_Transverse;Fallopian_Tube;Minor_Salivary_Gland;Ovary;Prostate;Skin_Not_Sun_Exposed_Suprapubic;Skin_Sun_Exposed_Lower_leg;Small_Intestine_Terminal_Ileum;Thyroid;Uterus;Vagina,0.0,,,,,,,,0.8110821261279749,0.05,0.3559
PLAUR OR DCBLD1,OR,2,0.13032622635364532,0.8696737885475159,,96.75432275330023,Adipose_Subcutaneous;Adipose_Visceral_Omentum;Artery_Aorta;Artery_Coronary;Cells_Cultured_fibroblasts;Cervix_Ectocervix;Cervix_Endocervix;Fallopian_Tube;Lung;Minor_Salivary_Gland;Nerve_Tibial;Ovary;Pituitary;Small_Intestine_Terminal_Ileum;Spleen;Testis;Thyroid;Uterus;Vagina;Whole_Blood,2.0,,,,,,,,0.6517649578927089,0.05,0.3553
